22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;added_0;added_1;architect_0;architecture_0;area_0;caption_0;governingBody_0;latDegrees_0;latDirection_0;latMinutes_0;latSeconds_0;location_0;location_1;location_2;locmapin_0;longDegrees_0;longDirection_0;longMinutes_0;longSeconds_0;name_0;name_1;nrhpReferenceNumber_0;nrhpType_0;refnum_0;wgs84_pos#lat_0;wgs84_pos#long_0
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1998-08-13;1998-08-13;;Commercial;less than one acre;;Private;37;N;8;25;;;;Kentucky;88;W;24;24;Masonic Hall--Federal Commissary Building;Masonic Hall--Federal Commissary Building;98000939;;98000939;37.140277777777776;-88.40666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-03-31;1995-03-31;Benchley, Frank;Mission/Spanish Revival;less than one acre;;Private;33;N;52;27;Fullerton,_California;501;;California;117;W;55;25;Masonic Temple;Masonic Temple;95000355;;95000355;33.87416666666667;-117.92361111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1998-05-29;1998-05-29;;Late 19th And 20th Century Revivals;;;Private;29;N;39;12;Alachua_County,_Florida;Gainesville,_Florida;United_States;Florida;82;W;19;30;Masonic Temple;Masonic Temple;98000589;;98000589;29.653333333333332;-82.325
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-09-22;1980-09-22;;;;Masonic Temple, Jacksonville, FL;;30;N;19;51;Florida;Jacksonville,_Florida;United_States;Florida;81;W;39;52;Masonic Temple;Masonic Temple;80000949;;80000949;30.330833333333334;-81.66444444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1998-12-24;1998-12-24;"Matthews, William S.; Saunders, Lewis L.";Italianate;less than one acre;;Private;38;N;45;55;Warrensburg,_Missouri;101;;Missouri;93;W;44;23;Masonic Temple;Masonic Temple;98001544;;98001544;38.765277777777776;-93.73972222222223
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982;;Multiple;Art Deco, Islamic, Italianate, Modern Movement, Renaissance Revival, Romanesque, Other;;Massachusetts Avenue logo;National Register;39;N;46;30;Indianapolis;Indianapolis,_Indiana;Indianapolis;Indiana;86;W;8;55;Massachusetts Avenue Commercial District;Massachusetts Avenue Commercial District;82000064;hd;82000064;39.775;-86.14861111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2004-07-15;2004-07-15;Multiple;Neoclassical_architecture;194639.7391744;The 900 Block of Massachusetts Street.;Private and public;38;N;57;59;Kansas;Lawrence,_Kansas;Along Massachusetts between Sixth and South Park Streets, Lawrence, Kansas;Kansas;95;W;14;10;Lawrence's Downtown Historic District;Lawrence's Downtown Historic District;04000685;hd;4000685;38.966388888888886;-95.23611111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-11-05;1980-11-05;;;;Museum display at Mastodon SHS;Missouri Division of State Parks;38;N;22;45;Jefferson_County,_Missouri;Missouri;Jefferson_County,_Missouri;;90;W;23;41;Kimmswick Bone Bed;Kimmswick Bone Bed;80002371;;80002371;38.37916666666667;-90.394722
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1973-06-04;1973-06-04;;Frame Vernacular with Greek Revival elements;;;Private;29;N;39;3;Florida;Gainesville,_Florida;Florida;Florida;82;W;19;13;Matheson House;Matheson House;73000564;;73000564;29.650833333333335;-82.32027777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1975-05-29;1975-05-29;;;20232.82112;;Private;39;N;15;45;Glendale,_Ohio;Ohio;Atop the hill on the northern side of Oak Rd., Glendale, Ohio;Ohio;84;W;26;34;Mathew Mound;Mathew Mound;75001424;;75001424;39.26236111111111;-84.4426388888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1977-09-16;1977;Matthew Hueston;;;;Private;39;N;27;59;;;;Ohio;84;W;36;27;Matthew Hueston House;Matthew Hueston House;77001045;;77001045;39.46641666666667;-84.60763333333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2002-09-15;2002-09-15;Albert E. Doyle;Colonial Revival;;;Private;45;N;31;15;Portland,_Oregon;337;;Oregon;122;W;42;21;Matthew J. and Florence Lynch House and Garden;Matthew J. and Florence Lynch House and Garden;02000674;;2000674;45.520833333333336;-122.70583333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1989-08-31;1989-08-31;Warner, Matthew;;3237.2513792;;Private;42;N;54;30;Lima_(village),_New_York;7449;;New York;77;W;36;15;Matthew Warner House;Matthew Warner House;89001138;;89001138;42.90833333333333;-77.60416666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1966-10-15;;;;8093.128448;;;;;;;;;;;;;;;Mauna Kea Adz Quarry;;66000285;;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2004-05-06;2004-05-06;Crissey, Hiram;Greek Revival;1213.9692672;;Local;41;N;8;49;New_Canaan,_Connecticut;63;;Connecticut;73;W;29;45;Maxwell E. Perkins House;Maxwell E. Perkins House;04000415;;4000415;41.14694444444444;-73.49583333333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1974-07-30;1974-07-30;Unknown;No Style Listed;;;Private;38;N;32;4;;;;Maryland;76;W;42;1;Maxwell Hall;Maxwell Hall;74000949;;74000949;38.534444444444446;-76.70027777777777
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-03-10;1980-03-10;;Late Victorian, Pianobox;6069.846336;;Private;35;N;6;53;Memphis,_Tennessee;3105;;Tennessee;89;W;57;27;Maxwelton;Maxwelton;80003866;;80003866;35.11472222222222;-89.9575
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2004-01-06;2004-01-06;et al., Eyring, John;Late 19th And 20th Century Revivals, Late 19th And Early 20th Century American Movements;;Homes in Mayfield.;Local;;;;;Baltimore;Baltimore,_Maryland;Baltimore;Maryland;;;;;Mayfield Historic District;Mayfield Historic District;03001371;hd;3001371;39.33;-76.58
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2011-02-11;2011-02-11;;;4046.564224;Front  of Mayhew Cabin.;Private;40;N;40;24;Nebraska_City,_Nebraska;20124;;Nebraska;95;W;52;12;Mayhew Cabin;Mayhew Cabin;11000013;;11000013;40.67333333333333;-95.87002777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1994-02-07;1994-02-07;;;;The Avent Cabin, near Elkmont;National Park Service;;;;;60.0;;;;;;;;Mayna Treanor Avent Studio;Mayna Treanor Avent Studio;93001575;;93001575;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1982-03-01;1982-03-01;;;;;Local;;;;;Kentucky;Maysville,_Kentucky;Kentucky;Kentucky;;;;;Maysville Downtown Historic District;Maysville Downtown Historic District;82002734;hd;82002734;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1992-10-02;1992-10-02;Helfensteller,_Hirsch_&_Watson;Craftsman_architecture;less than one acre;;Private;39;N;55;38;Corning,_California;902;;California;122;W;10;34;Maywood Woman's Club;Maywood Woman's Club;92001301;;92001301;39.92722222222222;-122.17611111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1991-10-23;;;;;Layout of the Mazique Archeological Site;;;;;;;;;;;;;;22;Mazique Archeological Site;91001529.;;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1997-09-25;1997-09-25;;;;;Private;;;;;;;;Illinois;;;;;Mazon Creek Fossil Beds;Mazon Creek Fossil Beds;97001272;nhl;97001272;41.321;-88.346
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2005-08-17;2005-08-17;Knipp, Richard;Two-Part Commercial Block;;;Private;38;N;57;16;Columbia,_Missouri;916;;Missouri;92;W;19;37;McCain Furniture Store;McCain Furniture Store;05000890;;5000890;38.95444444444445;-92.32694444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2000-11-08;2000-11-08;;Other, Pennsylvania German;1213969.2672;;Private;39;N;49;30;Lower_Chanceford_Township,_Pennsylvania;Lower_Chanceford_Township,_York_County,_Pennsylvania;447;Pennsylvania;76;W;21;22;McCalls Ferry Farm;McCalls Ferry Farm;00001344;hd;1344;39.825;-76.3561111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1983-12-16;1983-12-16;;;;;Private;;;;;;;;Maryland;;;;;McCandless Archeological Site;McCandless Archeological Site;83003775;;83003775;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2005-07-27;2005-07-27;;Early Commercial;less than one acre;;Private;40;N;44;21;Nazareth,_Pennsylvania;368;;Pennsylvania;75;W;19;8;McCollum and Post Silk Mill;McCollum and Post Silk Mill;05000758;;5000758;40.73916666666667;-75.31888888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1976-01-17;1976-01-17;;;80931.28448;McConnell Springs, entrance sign;Lexington-Fayette Urban County Government;38;N;3;19;Lexington,_Kentucky;Lexington,_Kentucky;;Kentucky;84;W;31;40;McConnell Springs;McConnell Springs;76000874;nrhp;76000874;38.055277777777775;-84.52777777777777
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2001-04-06;2005-02-24;;;;;Local;;;;;;;;Wisconsin;;;;;McCord Village;McCord Village;01000346 and 05000102;;1000346;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1981-07-08;1981-07-08;;Work of art;;;State;46;N;19;6;Townsend, Montana;;;Montana;111;W;37;43;McCormick's Livery and Feed Stable Sign;McCormick's Livery and Feed Stable Sign;81000339;Site;81000339;46.318333333333335;-111.62861111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2001-02-02;2001-02-02;Unknown;Early Commercial;;;Private;39;N;45;31;Dayton,_Ohio;Dayton,_Ohio;;Ohio;84;W;11;31;McCormick Manufacturing Company Building;McCormick Manufacturing Company Building;01000050;;1000050;39.75861111111111;-84.19194444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1986-01-23;1986-01-23;;;;;State;;;;;;;;Massachusetts;;;;;McCune Site;McCune Site;86000115;;86000115;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2006-05-31;2006-05-31;;;;;Mokena Community Park District;41;N;31;36;Illinois;Mokena,_Illinois;United_States;Illinois;87;W;52;53;McGovney–Yunker Farmstead;McGovney–Yunker Farmstead;06000448;hd;6000448;41.526666666666664;-87.88138888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1989-01-05;1989-01-05;Unknown;Mid 19th Century Revival, Late 19th And 20th Century Revivals, Early Republic;;Daniel Kingsbury House;Local;42;N;16;52;Needham,_Massachusetts;Needham,_Massachusetts;;Massachusetts;71;W;15;17;McIntosh Corner Historic District;McIntosh Corner Historic District;88003127;hd;88003127;42.28111111111111;-71.25472222222223
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-11-18;1983-11-18;;;380377.037056;One of the historic churches in the district;;29;N;26;57;Florida;McIntosh,_Florida;Florida;Florida;82;W;13;11;McIntosh Historic District;McIntosh Historic District;83003550;hd;83003550;29.449166666666667;-82.21972222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1991-04-01;1991-04-01;;;;;United_States_Bureau_of_Reclamation;;;;;Crook_County,_Wyoming;Wyoming;Crook_County,_Wyoming;Wyoming;;;;;McKean Archeological Site;McKean Archeological Site (48CK7);91000326;;91000326;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1998-01-07;1998-01-07;William Lyman Phillips;;72838.156032;The Hall of Giants, McKee Botanical Garden;Indian River Land Trust;;;;;Florida;Vero_Beach,_Florida;Florida;;;;;;McKee Jungle Gardens;McKee Jungle Gardens;97001636;;97001636;27.6076;-80.382
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-08-24;1979-08-24;;Other;;;Local;39;N;6;36;Cincinnati;Cincinnati,_Ohio;Ohio;;84;W;26;2;McKinley School;McKinley School;79002697;;79002697;39.110080555555555;-84.43387222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1988-08-25;1988-08-25;"Charles F. Sparell; W.F. Coats";Romanesque;4855.8770688;Front of the school;Private;39;N;12;57;Columbus,_Indiana;Seventeenth St. and Home Ave., Columbus, Indiana;;Indiana;85;W;54;44;McKinley School;McKinley School;88001221;;88001221;39.215833333333336;-85.91222222222223
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2003-01-23;2003-01-23;multiple;Colonial Revival, Tudor Revival;;Proctor House;Local;42;N;23;44;Belmont,_Massachusetts;Belmont,_Massachusetts;;Massachusetts;71;W;15;49;McLean Hospital National Register District;McLean Hospital National Register District;02001733;hd;2001733;42.39555555555555;-71.26361111111112
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1985-08-08;1985-08-08;McNeel,Isaac;;6069.846336;McNeel Mill, July 2008;Private;38;N;9;26;Mill_Point,_West_Virginia;US 219, Mill Point, West Virginia;;West Virginia;80;W;10;55;McNeel Mill;McNeel Mill;85001783;;85001783;38.157222222222224;-80.18194444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1988-09-15;1988-09-15;;Greek Revival;323725.13792;;Private;31;N;18;44;McNutt,_Louisiana;Belgard Bend Rd. and LA 121, McNutt, Louisiana;;Louisiana;92;W;38;40;McNutt Rural Historic District;McNutt Rural Historic District;88001595;hd;88001595;31.31222222222222;-92.64444444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1971-05-06;1971-05-06;;No Style Listed;;;FOREST SERVICE;;;;;;;;California;;;;;Meadow Lake Petroglyphs;Meadow Lake Petroglyphs;71000169;;71000169;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1992-01-13;1992-01-13;;;;;State;47;N;1;35;Hobson, Montana;;;Montana;109;W;50;57;Meadowbrook Stock Farm;Meadowbrook Stock Farm;91001938;;91001938;47.02638888888889;-109.84916666666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-11-21;1978-11-21;;;809.3128448;;;40;N;17;11;Jefferson_Township,_Washington_County,_Pennsylvania;USA;United_States;Pennsylvania;80;W;29;30;Meadowcroft Rockshelter;Meadowcroft Rockshelter;78002480;nhl;78002480;40.28638888888889;-80.49166666666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1983-11-03;1983-11-03;;;;;Private;;;;;;;;Rhode Island;;;;;Meadows Archeological District;Meadows Archeological District;83003800;hd;83003800;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2007-05-30;2007-05-30;various;various;178048.825856;An old meatpacking building converted into a boutique;private;40;N;44;25;Manhattan;New_York_City;Manhattan;New York City;74;W;0;25;Gansevoort Market Historic District;Gansevoort Market Historic District;07000487;hd;7000487;40.74027777777778;-74.00694444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1988-06-07;1988-06-07;"Pendelton & Hall; Et al.";Late 19th and 20th Century Revivals, Greek Revival, Late Victorian;594844.940928;;Local;41;N;22;23;Pawcatuck_River;Stonington,_Connecticut;Roughly bounded by W. Broad St., Pawcatuck River, Cedar St., and Courtland St., Stonington, Connecticut;Connecticut;71;W;49;59;Mechanic Street Historic District;Mechanic Street Historic District;88000653;hd;88000653;41.37305555555555;-71.83305555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-04-21;1983-04-21;;Late Victorian, Georgian;67577.6225408;;Local;40;N;12;8;Mechanicsburg,_Pennsylvania;Main St. from Arch to High St., Mechanicsburg, Pennsylvania;;Pennsylvania;77;W;11;4;Mechanicsburg Commercial Historic District;Mechanicsburg Commercial Historic District;83002232;hd;83002232;40.202222222222225;-77.18444444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1988-02-08;1988-02-08;Leonard_B._Willeke;American_Craftsman;;Streetscape on Puritan near Woodward;Private;42;N;24;46;Highland_Park,_Michigan;Highland_Park,_Michigan;;Michigan;83;W;6;28;Medbury's--Grove Lawn Subdivisions Historic District;Medbury's--Grove Lawn Subdivisions Historic District;88000049;hd;88000049;42.41277777777778;-83.10777777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1994-11-10;1994-11-10;Unknown;Gothic Revival;;;Private;39;N;19;46;Jefferson_County,_West_Virginia;West_Virginia;Jefferson_County,_West_Virginia;West Virginia;77;W;50;32;Media Farm;Media Farm;93000616;;93000616;39.32944444444445;-77.84222222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1969-04-16;1969-04-16;;;;The Medicine Wheel in Big Horn County, Wyoming, USA;Forest Service;;;;;;;;Wyoming;;;;;Medicine Wheel/Medicine Mountain National Historic Landmark;Medicine Wheel/Medicine Mountain National Historic Landmark;69000184;National_Historic_Landmark;69000184;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2007-09-19;2007-09-19;Joseph J. Daniels;Burr Arch Truss;;;Local;38;N;49;6;Indiana;Medora,_Indiana;Indiana;Indiana;86;W;8;49;Medora Covered Bridge;Medora Covered Bridge;07000977;;7000977;38.818333333333335;-86.14694444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-09-06;1990-09-06;"Chatelain,Leon,Jr.; Price & Walton";Colonial Revival;less than one acre;;Private;38;N;54;46;Washington,_D.C.;Washington,_District_of_Columbia;2111;District of Columbia;77;W;2;52;Meeting House of the Friends Meeting of Washington;Meeting House of the Friends Meeting of Washington;90001294;;90001294;38.91277777777778;-77.04777777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-07-07;1983-07-07;;;;;Private;41;N;31;20;Davenport,_Iowa;1115;;Iowa;90;W;35;23;Meiser Drug Store;Meiser Drug Store;83002470;;83002470;41.522222222222226;-90.58972222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-04-12;1984-04-12;;;;;Local;28;N;4;5;Florida;Melbourne_Beach,_Florida;Florida;Florida;80;W;34;5;Melbourne Beach Pier;Melbourne Beach Pier;84000829;;84000829;28.068055555555556;-80.56805555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-10-18;1984-10-18;Joseph_G._Steinkamp;Late 19th and 20th Century Revivals, Classical Revival and Beaux-Arts;;Front of the flats;Private;39;N;7;39;Cincinnati;Cincinnati,_Ohio;Ohio;Ohio;84;W;30;48;Melbourne Flats;Melbourne Flats;84000132;;84000132;39.12742222222222;-84.5133
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1991-05-17;1991-05-17;;Other, American Four Square;8093.128448;;Private;39;N;13;28;Washington,_West_Virginia;Washington Bottom Rd. off WV 892, near Washington, West Virginia;;West Virginia;81;W;40;57;Meldahl House;Meldahl House;91000550;;91000550;39.224444444444444;-81.6825
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-09-20;1979-09-20;;Queen_Anne_style_architecture_in_the_United_States;;;Mellen,_Wisconsin;46;N;19;36;Mellen,_Wisconsin;Mellen,_Wisconsin;102;;90;W;39;36;Mellen City Hall;Mellen City Hall;79000341;;79000341;46.32673888888889;-90.66
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-01-12;1990-01-12;;;5058205.28;Trinity Episcopal Church, in the district;;29;N;42;45;Florida;Melrose,_Florida;Florida;Florida;82;W;3;3;Melrose Historic District;Melrose Historic District;89002305;hd;89002305;29.7125;-82.05083333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1972-06-13;1972-06-13;Unknown;Colonial, Other;;Melrose Plantation;Local;31;N;35;60;Louisiana_Highway_119;Melrose,_Louisiana;LA 119 off LA 493, Melrose, Louisiana;Louisiana;92;W;58;0;Melrose Plantation;Melrose Plantation;72000556;nhld;72000556;31.599983333333334;-92.96669166666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-04-06;1978-04-06;;;;;Private;29;N;42;40;Florida;Melrose,_Florida;Florida;Florida;82;W;2;49;Melrose Woman's Club;Melrose Woman's Club;78000956;;78000956;29.711111111111112;-82.04694444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-01-05;1984-01-05;;;1618.6256896;;Local;39;N;37;34;Aurora,_Colorado;4950;;Colorado;104;W;48;9;Melvin School;Melvin School;84000790;hd;84000790;39.62611111111111;-104.8025
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2008-01-23;2008-01-23;W. W. De Long;Colonial_Revival_architecture;;Melvin W. and Mary Perry House;;;;;;Algoma,_Wisconsin;Algoma,_Wisconsin;5193;;;;;;Melvin W. and Mary Perry House;Melvin W. and Mary Perry House;07001461;;7001461;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1986-05-19;1986-05-19;"Mowll,W.L.; Et al.";Colonial Revival, Tudor Revival, Other;;;Private;42;N;22;22;Cambridge,_Massachusetts;Cambridge,_Massachusetts;;Massachusetts;71;W;7;33;Memorial Drive Apartments Historic District;Memorial Drive Apartments Historic District;86001310;hd;86001310;42.37277777777778;-71.12583333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1988-07-14;1988-07-14;William Earl Russ, et. al.;Beaux Arts;;Front and western side of the hall;Montgomery County government;39;N;45;51;Dayton,_Ohio;Dayton,_Ohio;;Ohio;84;W;11;23;Memorial Hall;Memorial Hall;88001062;;88001062;39.76416666666667;-84.18972222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-04-10;10;Howard_Van_Doren_Shaw;Neoclassical_architecture;;;Racine Civic Center;42;N;43;33;;;;Wisconsin;87;W;46;51;Memorial Hall;Memorial Hall;80000177;;80000177;42.725833333333334;-87.78083333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1999-02-03;1999-02-03;;;2427938.5344;;;29;N;58;56;Florida;Penney_Farms,_Florida;Florida;Florida;81;W;48;29;Memorial Home Community Historic District;Memorial Home Community Historic District;99000047;hd;99000047;29.982222222222223;-81.80805555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1991-01-31;1991-01-31;Dionicio_Rodriguez;Concrete construction, imitating wood and natural rock. Artificial rock formations with caves.;;Entrance to the Crystal Shrine Grotto;Private;35;N;6;30;Memphis,_Tennessee;Memphis,_Tennessee;;Tennessee;89;W;52;25;Sculptures of Dionicio Rodriguez at Memorial Park Cemetery;Sculptures of Dionicio Rodriguez at Memorial Park Cemetery;90001867;;90001867;35.108466666666665;-89.873625
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-04-14;1982-04-14;;;76884.720256;View of the park;Lock_Haven,_Pennsylvania;41;N;8;18;Lock_Haven,_Pennsylvania;Pennsylvania;South Water Street, Lock Haven, Pennsylvania;Pennsylvania;77;W;25;3;Memorial Park Site;Memorial Park Site;82003783;nrhp;82003783;41.138333333333335;-77.4175
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-10-10;1996-10-10;;;;National Cemetery in Memphis, Tennessee;U.S. Department of Veterans Affairs;;;;;Memphis,_Tennessee;Memphis,_Tennessee;3568;;;;;;Memphis National Cemetery;Memphis National Cemetery;96001233;;96001233;35.173422;-89.937386
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1985-10-03;1985-10-03;Vanderhyden Corp.;Prairie School, Bungalow/Craftsman;10116.41056;;Private;42;N;41;38;Menands,_New_York;Roughly bounded by Menand Rd., Broadway, and Tillinghast Ave., Menands, New York;;New York;73;W;43;27;Menand Park Historic District;Menand Park Historic District;85002708;hd;85002708;42.693888888888885;-73.72416666666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1985-10-31;1985-10-31;;;;;Private;34;N;0;14;;;;Arkansas;91;W;15;15;Menard-Hodges Site;Menard-Hodges Site;85003542;nhl;85003542;34.00386944444445;-91.25421388888888
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1971-07-14;1971-07-14;;Victorian_architecture;526053.34912;Mendocino and headlands;Private;39;N;18;30;Mendocino,_California;Bounded roughly by the Pacific Ocean on the W and S, Little Lake St. on the N, and CA 1 on the E, Mendocino, California;;California;123;W;48;23;Mendocino and Headlands Historic District;Mendocino and Headlands Historic District;71000165;hd;71000165;39.30833333333333;-123.80638888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2005-12-23;2005-12-23;;Gothic;4046.564224;View from the southeast;Private;43;N;0;0;Mendon,_New_York;3886;;New York;77;W;30;25;Mendon Presbyterian Church;Mendon Presbyterian Church;05001455;;5001455;43.0;-77.50694444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1966-10-15;1966-10-15;Unknown;No Style Listed;;Aerial view of the site;State;;;;;;;;North Dakota;;;;;Menoken Indian Village Site;Menoken Indian Village Site;66000599;nhl;66000599;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2001-08-07;2001-08-07;William_Strickland_(architect);Greek_Revival_architecture;;Front;National_Park_Service;;;;;Philadelphia;Philadelphia,_Pennsylvania;Philadelphia;;;;;;Merchants' Exchange Building;Merchants' Exchange Building;01001047;nhl;1001047;39.9473;-75.146
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1986-06-13;1986-06-13;;;;Hoard Museum;;;N;;;Roughly bounded by S. Third St. E and S. Milwaukee Ave. E, Foster St., Whitewater, and Merchant Aves;;;Wisconsin;;W;;;Merchants Avenue Historic District;Merchants Avenue Historic District;86001303;hd;86001303;;
