22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;22-rdf-syntax-ns#type_6;22-rdf-syntax-ns#type_7;alias_0;birthDate_0;birthDate_1;birthPlace_0;birthPlace_1;birthPlace_2;birthPlace_3;country_0;country_1;dateOfBirth_0;description_0;ethnicity_0;ethnicity_1;eyeColor_0;gender_0;givenName_0;hairColor_0;id_0;id_1;name_0;name_1;name_2;name_3;numberOfFilms_0;occupation_0;placeOfBirth_0;placeOfBirth_1;shortDescription_0;surname_0;weight_0
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1970-12-26;26;New_Iberia,_Louisiana;New_Iberia,_Louisiana;;;;;26;;;;;;Marcus Lyle;;;;Brown, Marcus Lyle;Marcus Lyle Brown;Marcus Lyle Brown;;;;;;;Brown;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1969-12-02;1969-12-02;Japan;Tokyo;Japan;Tokyo;;;1969-12-02;;Japanese_people;Japanese_people;Brown;;Mari;Black;;;Ayukawa, Mari;Mari Ayukawa;Mari Ayukawa;;;;Japan;Tokyo;;Ayukawa;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-01-21;1980-01-21;El_Salvador;San_Miguel,_El_Salvador;El_Salvador;San_Miguel,_El_Salvador;;;1980-01-21;;Hispanic;;Green;female;Mari;Brown;38808;MariPossa;Mari Possa;Possa, Mari;Mari Possa;;44;;El_Salvador;San_Miguel,_El_Salvador;;Possa;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Maria Antonietta;1930-07-26;1930-07-26;Bologna;Italy;Bologna;Kingdom_of_Italy_(1861%E2%80%931946);;;26;;Italians;Italians;;;Maria Antonietta;Red_hair;;;Beluzzi, Maria Antonietta;Maria Antonietta Beluzzi;Maria Antonietta Beluzzi;;;;Bologna;Italy;;Beluzzi;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Maria Szalontay, Maria Sallontai, Maria Szalontai, Judith Rastik, Silvia Doll, Maria Szolontai, Maria Costa, Maria Quant, Maria Belucci, Maria Love, Mary Jane, Maria della Rovere, Maria Swalloy, Maria Swallona, Marie, Maria Szallontay, Maria Szallontai, Maria Veronica, Nicole, Maria Bagoly, Maria, Maria Swallow, Maria Schauss;1977-06-27;1977-06-27;Hungary;Hungary;;;;;27;;Hungarian_people;Hungarian_people;;female;Maria;Brown/Blond;30488;MariaSwallow;Bellucci, Maria;Maria Bellucci;Maria Bellucci;;219;;Hungary;;;Bellucci;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Fat Mama (肥媽);;;Macau;Macau;;;China;People's_Republic_of_China;1954;;;;;;Maria;;;;Cordero, Maria;Maria Cordero;Maa5 Lei6 Aa3;Maria Cordero;;Actor;Macau;;;Cordero;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mariah, Mariah Sensuel;1976-12-15;1976-12-15;Finland;Helsinki;Finland;Helsinki;;;1976-12-15;;Finnish_people;Finns;Brown;female;Mariah;Brunette;mariah_fin;;Kekkonen, Mariah;Maria Kekkonen;Maria Kekkonen;Mariah Kekkonen;;;Finland;Helsinki;;Kekkonen;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Miyabi;1986-01-08;;Hokkaido;Japan;;;;;1986;;French_Canadian;Japanese_people;Brown;;;Black;;;Maria Ozawa;Ozawa, Maria;Maria Ozawa;;;;Hokkaid%C5%8D;Hokkaido;;;48.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-01-02;;Greece;Heraklion;Heraklion,_Crete;;;;1984;;Greeks;Greeks;Blue;;;Brown;;;Maria Spiridaki;Spiridaki, Maria;Maria Spiridaki;;;;Greece;Heraklion,Crete;;;58.5144
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Rika Inoue;1978-10-25;1978-10-25;Chiba_Prefecture;Japan;Chiba_Prefecture;Japan;;;1978-10-25;;Japanese_people;Japanese_people;;;Maria;;;;Maria Takagi;Takagi, Maria;Maria Takagi;;;;Chiba_Prefecture;Japan;;Takagi;48.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1968-10-07;1969-10-07;Hounslow;Hounslow, London, England;;;;;7;English singer and glamour model;Caucasian;;;;Maria;Brunette;926447;;Maria Whittaker;Whittaker, Maria;Maria Whittaker;;;;Hounslow, London, England;;English singer and glamour model;Whittaker;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1978-08-17;1978-08-17;Japan;Tokyo;Japan;Tokyo;;;1978-08-17;Japanese pornographic actress;Japanese_people;Japanese_people;Brown;;Maria;Brown;;;Maria Yumeno;Yumeno, Maria;Maria Yumeno;;;;Japan;Tokyo;Japanese pornographic actress;Yumeno;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1956-12-13;1956-12-13;Farsta;Sweden;Farsta;Sweden;;;1956-12-13;;;;;;Marie;;;;Forsa, Marie;Marie Forså;Marie Forsa;Marie Forså;;;Farsta;Sweden;;Forsa;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1981-11-01;1981-11-01;Hacienda_Heights,_California;United_States;Hacienda_Heights,_California;United_States;;;1981-11-01;American pornographic actor;;;Brown;female;Marie;Black;34072;MarieLuv;Luv, Marie;Marie Luv;Marie Luv;;467;;Hacienda_Heights,_California;United_States;American pornographic actor;Luv;60.7824
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Marie, Maria McCray, Sheila;1985-05-21;;Indiana;Indianapolis;Indianapolis;Indianapolis,_Indiana;;;1985;American pornographic actor;;;Blue;female;Marie;Red;MarieMcCray;;Marie McCray;McCray, Marie;Marie McCray;;;;Indianapolis, Indiana;;American pornographic actor;McCray;44.9064
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1967-11-09;;Japan;, Japan;;;;;1967;;Japanese_people;Japanese_people;Brown;;Mariko;Brown;;;Kawana, Mariko;Mariko Kawana;Mariko Kawana;;;;, Japan;;;Kawana;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1970-02-10;1970-02-10;Chiba_Prefecture;Japan;Chiba_Prefecture;Japan;;;1970-02-10;;Japanese_people;Japanese_people;;;Mariko;;;;Mariko Morikawa;Morikawa, Mariko;Mariko Morikawa;;;;Chiba_Prefecture;Japan;;Morikawa;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1952-04-22;1952-04-22;Providence,_Rhode_Island;United_States;Providence,_Rhode_Island;;;;1952-04-22;Pornographic actress;;;Blue;female;Marilyn;Blonde;1276;Chambers;Chambers, Marilyn;Marilyn Chambers;Marilyn Chambers;;36;;Providence,_Rhode_Island;United_States;Pornographic actress;Chambers;63.504
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Dominique Royes, Dominique Troy, Marilyn Wild, Patinette, Platinette;1959-10-26;1959-10-26;;;;;;;1959-10-26;Porn actress;Caucasian;;;female;Marilyn;Blonde;4760;MJess;Jess, Marilyn;Marilyn Jess;Marilyn Jess;;;;;;Porn actress;Jess;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-02-01;;Logan,_Utah;Logan,_Utah;United_States;;;;1984;;White/Caucasian;;Hazel;;Marin;Blonde;;;Marin Poole;Poole, Marin;Marin Poole;;;;Logan,_Utah;United_States;;Poole;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-12-24;1980-12-24;Japan;Tokyo;Japan;Tokyo;;;1980-12-24;;Japanese_people;Japanese_people;Brown;;Marina;Brown;;;Marina Matsushima;Matsushima, Marina;Marina Matsushima;;;;Japan;Tokyo;;Matsushima;52.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1954-07-29;1954-07-29;;;;;;;1954-07-29;Finnish transsexual minister;;;;;Marja-Sisko;;;;Aalto, Marja-Sisko;Marja-Sisko Aalto;Marja-Sisko Aalto;;;;;;Finnish transsexual minister;Aalto;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1982-03-25;;Czechoslovakia;T%C3%A1bor;Tábor, Czechoslovakia;;;;1982;;Czechs;Czechs;Green;female;Marketa;Blonde;1428137;;Belonoha, Marketa;Markéta Bělonohá;Marketa Belonoha;Markéta Bělonohá;;;Tábor, Czechoslovakia;;;Belonoha;50.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;none;1967-03-24;1967-03-24;Cardiff;Wales;Cardiff, Wales, UK;;;;1967-03-24;;Welsh_people;Welsh_people;Blue;;Mark;Brown;;;Anthony, Mark;Mark Anthony;Mark Anthony;;;;Cardiff, Wales, UK;;;Anthony;72.576
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mike Ash;1969-02-16;;Vancouver, British Columbia, Canada;;;;;;1969;;Caucasian;;Blue;;Mark;Dark Blond;;;Ashley, Mark;Mark Ashley;Mark Ashley;;;;San Francisco, CA;;;Ashley;84.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;;;;;;;;;;;Indigenous_Australian;Indigenous_Australians;;;Mark;;;;Bin Bakar, Mark;Mark Bin Bakar;Mark Bin Bakar;;;;;;;Bin Bakar;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Mark Zhao, MaBo;1984-09-25;;Republic_of_China;Taipei;Taiwan;Republic_of_China;China;People's_Republic_of_China;1984;;;;;;Mark;;;;Chao, Mark;Mark Chao;Mark Chao;Zhào Yòutíng;;Actor;Republic_of_China;Taipei;;Chao;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1964-10-06;1964-10-06;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;6;;;;;;Mark;;155599;;Cheng, Mark;Mark Cheng;Mark Cheng;Zhéng Háonán;;Actor;Hong_Kong;;;Cheng;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-03-06;1980-03-06;Denton,_Texas;Denton,_Texas;;;;;6;American pornographic actor;United_States;United_States;hazel;male;Mark;blond;MarkDalton;;Dalton, Mark;Mark Dalton;Mark Dalton;;;;Denton,_Texas;;American pornographic actor;Dalton;108.864
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mark, Marc Davis, Scott James;1965-08-06;;England;Essex;Ad%C4%B1yaman;Adiyaman;;;1965;8.5 large Uncut (Natural) Penis;;;Blue;male;Mark;Brown, or shaven;2360;MDavis;Davis, Mark;Mark Davis;Mark Davis;;;;England;Essex;9;Davis;88.452
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1963-10-28;1963-10-28;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;28;;;;;;Mark;;;;Kwok, Mark;Mark Kwok;Guó Yiǎo Míng;Gwok3 Yiu6 Ming4;;Actor;Hong_Kong;;;Kwok;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mary Hadda, Tawnya Fabian, Sandra Fay, Sanada Fay, Paula Pretense, Marlena Willoughby, Marlene Willoby, Marlene Willouby, Marlene Willoughy, Marlene Parker, Jane Lindsey, Rena Vane;1948-05-17;1948-05-17;Detroit;Detroit,_Michigan;Detroit;Detroit,_Michigan;;;1948-05-17;Pornographic film actor;;;;;Marlene;;;;Marlene Willoughby;Willoughby, Marlene;Marlene Willoughby;;;;Detroit;Detroit,_Michigan;Pornographic film actor;Willoughby;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Chiang Wing Fat;1954-02-28;1954-02-28;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;28;;;;;;;;550301;;Mars;Fo2 Sing1;Huò Xīng;Mars;;Stunt_performer;Hong_Kong;;;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;;;Gadsden,_Alabama;United_States;Gadsden,_Alabama;United_States;;;;;Caucasian_race;Caucasian_race;;;Marsha;Blond;430094;;Jordan, Marsha;Marsha Jordan;Marsha Jordan;;;;Gadsden,_Alabama;United_States;;Jordan;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1983-07-07;1983-07-07;;;;;;;7;Swedish actor;;;;;Martin;;;;Wallstrom, Martin;Martin Wallstrom;;;;Actor;;;Swedish actor;Wallstrom;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1983-08-12;1983-08-12;Essex;Romford;Romford, England;;;;12;English adult model;English_people;English_people;Blue/Green;;Martina;Blonde;;;Martina Warren;Warren, Martina;Martina Warren;;;;Romford, Essex, England;;English adult model;Warren;52.164
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mary Cary, Marey Carey;1980-06-15;1980-06-15;Cleveland;Cleveland,_Ohio;Cleveland, Ohio, U.S.;;;;1980-06-15;American pornographic actor;Native_Americans_in_the_United_States;European and Native American;Brown;female;Mary;Blonde;26614;MaryCary;Carey, Mary;Mary Carey;Mary Carey;;907;;Cleveland, Ohio, U.S.;;American pornographic actor;Carey;54.432
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1954-07-01;;Hong_Kong;Hong Kong;;;China;People's_Republic_of_China;1954;;;;;;Mary;;;;Hon, Mary;Mary Hon;Mary Hon;韓馬利;;Actress;Hong Kong;;;Hon;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Yung Ching Ching;1964-05-22;1964-05-22;;;;;China;People's_Republic_of_China;22;;;;;;Mary Jean;;;;Reimer, Mary Jean;Yung Jing-Jing;Jung1 Zing6 Zing1;Mary Jean Reimer;;Actress;;;;Reimer;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Nancy Astley, Susan David, Janet Green, Samantha Jones, June Taylor, Karen Young, Sally Stevens, Marion Ellis;1945-11-30;1945-11-30;England;Kenton;Middlesex;England;;;30;Adult film actress;Caucasian_race;Caucasian_race;;;Mary;Blonde;;;Mary Millington;Millington, Mary;Mary Millington;;;;England;Kenton;Adult film actress;Millington;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Marilyn Star;1969-04-12;1969-04-12;Canada;Prince_George,_British_Columbia;Canada;Prince_George,_British_Columbia;;;1969-04-12;;;;Blue;female;Marilyn;Auburn;1860;MStar;Marylin Star;Star, Marilyn;Marilyn Star;Marylin Star;69;;Canada;Prince_George,_British_Columbia;;Star;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1985-02-01;1985-02-01;California;Granada_Hills,_Los_Angeles;Granada Hills, California, United States;;;;1985-02-01;Pornographic actress;White_people;White_people;Brown;female;Mason;Black;51367;masonmoore;Moore, Mason;mason moore;Mason Moore;;130;;Granada Hills , California,;;Pornographic actress;Moore;63.504
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-01-28;1984;Houston;Houston,_Texas;Arlington,_Texas;;;;1984-01-28;American pornographic actor;Caucasian_race;Caucasian_race;Blue;;Mason;Dark Blond;;;Mason Wyler;Wyler, Mason;Mason Wyler;;;;Houston;Houston,_Texas;American pornographic actor;Wyler;67.5864
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1978-03-12;1978-03-12;Arkansas;Jacksonville,_Arkansas;United_States;Arkansas;;;1978-03-12;American glamour and fetish model and actress;German_people;Germans;Eye_color;;Masuimi;;;;Masuimi Max;Max, Masuimi;Masuimi Max;;;;Arkansas;Jacksonville,_Arkansas;American glamour and fetish model and actress;Max;54.432
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Matthew Chow;;;Hong_Kong;Hong Kong;;;China;People's_Republic_of_China;;;;;;;Matt;;;;Chow, Matt;Matt Chow;Jau1 Hoi2 Gwong1;Matt Chow;;Actor;Hong Kong;;;Chow;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Matt Gunther;;;;;;;;;;American pornographic actor;Caucasian;;;male;Matt;;26074;MattGunther;Gunther, Matt;Matt Gunther;Matt Gunther;;;;;;American pornographic actor;Gunther;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1974-02-27;1974-02-27;Illinois;United_States;Illinois;United_States;;;1974-02-27;American pornographic actor;United_States;United_States;;;Matt;Blond;;;Majors, Matt;Matt Majors;Matt Majors;;;;Illinois;United_States;American pornographic actor;Majors;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1984-05-20;1984-05-20;;;;;China;People's_Republic_of_China;20;;;;;;Matthew;;;;Ko, Matthew;Matthew Ko;Gou1 Gwan1 Jin4;Gāo Jūnxián;;Actor;;;;Ko;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1972-09-22;1972-09-22;Huntingdon,_Pennsylvania;Huntingdon,_Pennsylvania;;;;;1972-09-22;American pornographic actor;Bi-racial;Multiracial;brown;male;Matthew;brown;26991;;Matthew Rush;Rush, Matthew;Matthew Rush;;;;Huntingdon,_Pennsylvania;;American pornographic actor;Rush;99.792
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Pedro, Max Cortes;;;Spain;Spain;;;;;;;White_people;White_people;;male;Max;Brown;6426;MaxCortes;Cortes, Max;Max Cortés;Max Cortes;Max Cortés;6;;Spain;;;Cortes;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Vince Hardcore, Randy Andy, Video Paul, Michael Smith, Max Steiner,;1956-08-10;;Racine,_Wisconsin;Racine, Wisconsin, USA;;;;;1946;American pornographic actor;;;blue;male;Max;gray;728;MHardcore;Hardcore, Max;Max Hardcore;Max Hardcore;;800;;Racine, Wisconsin, USA;;American pornographic actor;Hardcore;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1976-02-02;1976-02-02;Germany;Ulm;Ulm;;;;2;German filmmaker and media artist;;;;;Max;;;;Hattler, Max;Max Hattler;;;;Experimental_film;Ulm, Germany;;German filmmaker and media artist;Hattler;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Benny Mok Siu-chung;1960-12-02;1960-12-02;Hong_Kong;;;;China;People's_Republic_of_China;1960-12-02;;;;;;Max Siu-chung;;;;Max Mok;Mok, Max Siu-chung;莫少聰;Max Mok;;Actor, Singer;;;;Mok;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1966-09-01;1966-09-01;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1;Actor;;;;;Lo;;;;May Lo;May, Lo;Lo May;May Lo;;Actress;Hong_Kong;;Actor;May;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Maja Gold, Maya, Mya;1981-08-11;1981-08-11;Cegl%C3%A9d;Hungary;Cegl%C3%A9d;Hungary;;;11;Pornographic film actor;Caucasian;;Blue;female;Maya;Blond;MayaGold;;Gold, Maya;Maya Gold;Maya Gold;;49;;Cegl%C3%A9d;Hungary;Pornographic film actor;Gold;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1975-06-26;1975-06-26;Japan;Shizuoka,_Shizuoka;Shizuoka_City;Japan;;;1975-06-26;;Japanese_people;Japanese_people;;;Mayu;;;;Asada, Mayu;Mayu Asada;Mayu Asada;;;;Japan;Shizuoka,_Shizuoka;;Asada;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-12-15;1980-12-15;Tokyo;Tokyo, Japan;;;;;1980-12-15;;Japanese;;Brown;;Mayu;Black;;;Kotono, Mayu;Mayu Kotono;Mayu Kotono;;;;Tokyo, Japan;;;Kotono;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1982-12-30;1982-12-30;Japan;Tokyo;Japan;Tokyo;;;1982-12-30;;Japanese_people;Japanese_people;;;Mayura;;;;Hoshitsuki, Mayura;Mayura Hoshitsuki;Mayura Hoshitsuki;;;;Japan;Tokyo;;Hoshitsuki;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mckayla, Makala;1979-09-04;1979-08-04;Bristol,_Connecticut;USA;United_States;Bristol,_Connecticut;;;1979-09-04;American actor;Caucasian;;;female;McKayla;Blonde;13552;McKaylaM/gender=f/McKayla-Matthews;Matthews, McKayla;Mckayla Matthews;McKayla Matthews;Mckayla Matthews;30;;Bristol,_Connecticut;USA;American actor;Matthews;54.8856
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1979-05-16;;England;Leicester;England;Leicester;;;1979;;Caucasian_race;Caucasian_race;Brown;female;Mckenzie;Brunette;35366;McKenzieLee;Lee, Mckenzie;McKenzie Lee;McKenzie Lee;Mckenzie Lee;49;;England;Leicester;;Lee;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Meaghan Castaldi;1978-10-31;1978-10-31;New_York;The_Bronx;New_York;The_Bronx;;;1978-10-31;;;;Brown;;Meaghan;Brown;;;Jarensky, Meaghan;Meaghan Jarensky;Meaghan Jarensky;;;;New_York;The_Bronx;;Jarensky;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Caroline Chambers, Heather Newman, Caitlyn Lewiss;1964-03-02;1964-03-02;Oakland,_California;United_States;Oakland,_California;United_States;;;1964-03-02;American pornographic actor;Caucasian_race;Caucasian_race;;female;Megan;;735;MLee;Leigh, Megan;Megan Leigh;Megan Leigh;;141;;Oakland,_California;United_States;American pornographic actor;Leigh;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Zhèng Zhìyǔn;1993-10-08;1993-10-08;Singapore;Singapore;;;China;People's_Republic_of_China;8;Singaporean actor;;;;;Megan;;;;Megan Zheng;Zheng, Megan;Megan Zheng;郑智允;;Actor;Singapore;;Singaporean actor;Zheng;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Meggan, Meggan Malone, Meggan Powers;1986-12-30;1986-12-30;Houston;Texas;United_States;Houston;;;1986-12-30;American pornographic actor;Cherokee, Irish, German;;Green;female;Meggan;Brown;49081;MegganMalone;Mallone, Meggan;Meggan Mallone;Meggan Mallone;;22;;Houston;Texas;American pornographic actor;Mallone;45.36
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-11-12;1980-11-12;Meadville,_Pennsylvania;Meadville,_Pennsylvania;;;;;1980-11-12;Model;Caucasian_race;Caucasian_race;blue;;Meghan;blonde;1960799;;Allen, Meghan;Meghan Allen;Meghan Allen;;;;Meadville,_Pennsylvania;;Model;Allen;49.896
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Meguri;1989-05-04;1989-05-04;Japan;Tokyo;Japan;Tokyo;;;1989-05-04;;Japanese_people;Japanese_people;;;;;;;Megu Fujiura;Megu Fujiura;;;;;Japan;Tokyo;;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;;;Japan;Japan;;;;;;;Japanese_people;Japanese_people;;;Megumi;;3171023;;Makihara, Megumi;Megumi Makihara;Megumi Makihara;;;;Japan;;;Makihara;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1986-08-08;;Japan;Saitama_Prefecture;Japan;Saitama_Prefecture;;;1986;;Japanese_people;Japanese_people;Brown;;Meguru;Brown;;;Kosaka, Meguru;Meguru Kosaka;Meguru Kosaka;;;;Japan;Saitama_Prefecture;;Kosaka;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1968-11-30;;Demographics_of_India;India;;;;;30;;Demographics_of_India;Demographics_of_India;Brown;;Jessia Rampal;Brown;;;Mehr Jesia Rampal;Mehr, Jessia Rampal;Jessia Rampal Mehr;Mehr Jesia Rampal;;;India;;;Mehr;48.9888
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1985-08-16;;Republic_of_China;Taipei;Taiwan;Republic_of_China;China;People's_Republic_of_China;1985;Singer;;;;;Kuo;;;;MeiMei Kuo;Meimei, Kuo;Guō Jiéqǐ;Kuo Meimei;;Actor;Republic_of_China;Taipei;Singer;Meimei;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1975-04-30;1975-04-30;Nanjing;China;Jiangsu;Nanjing;China;People's_Republic_of_China;30;;;;;;;;;;Mei Ting;Mei Ting;Méi Tíng;梅婷;;Actress;Nanjing;;;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1989-06-14;1989-06-14;Redwood_City,_California;Redwood_City,_California;;;China;People's_Republic_of_China;1989-06-14;;;;;;;;;;Meilin;Mei Lin;Meilin;梅琳;;Singer, Composer, Actress, Choreographer, Lyricist, Dancer, Entrepreneur;Redwood_City,_California;;;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1986-07-20;1986-07-20;Japan;Japan;;;;;1986-07-20;;Japanese and Bulgarian;;brown;;Meisa;black;;;Hanai, Meisa;Meisa Hanai;Meisa Hanai;;;;Japan;;;Hanai;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1976-03-31;1976-03-31;France;France;;;;;1976-03-31;;Caucasian;;;female;Melanie;Blonde;33761;MelanieCoste;Coste, Melanie;Melanie Coste;Melanie Coste;;13;;France;;;Coste;55.7928
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Angela Davis, Melonie Moore;1962-03-01;;Tulsa,_Oklahoma;United_States;Pittsburgh;Pittsburgh,_Pennsylvania;;;1962;American pornographic actor;;;Blue;female;Melanie;Blonde;391;MMoore;Melanie Moore;Moore, Melanie;Melanie Moore;;369;;Pittsburgh;Pittsburgh,_Pennsylvania;American pornographic actor;Moore;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Melissa Ashley, Melissa, Ashley, Anne Howe, BJ Lixx, Katy, Chastity, Lisa, Mel, Tiny Lisa;1978-08-24;;;;;;;;1978;American pornographic film actress;;;Green;female;;Brown;14590;AHowe;Melissa-Ashley;Melissa-Ashley;;;64;;;;American pornographic film actress;;46.2672
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Melissa Lincoln, Melissa Midwest;1982-07-09;1982-07-09;;;;;;;1982-07-09;American pornographic actress, director, adult model, businesswoman;United_States;White_people;;;Melissa;;;;Harrington, Melissa;Melissa Harrington;;;;;;;American pornographic actress, director, adult model, businesswoman;Harrington;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Sunnie Paradise, Melissa Hills;;;California;San_Francisco;San Francisco, California, U.S.;;;;;American pornographic actor;Caucasian;;;female;Melissa;Red;102;MHill;Hill, Melissa;Melissa Hill;Melissa Hill;;209;;San Francisco, California, U.S.;;American pornographic actor;Hill;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-10-16;1984-10-16;Charente-Maritime;France;La_Rochelle;La Rochelle, Charente-Maritime, France;;;1984-10-16;Porn actress;;;Blue;;Melissa;Black;;;Lauren, Melissa;Melissa Lauren;Melissa Lauren;;15;;La Rochelle, Charente-Maritime, France;;Porn actress;Lauren;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1964-07-16;1964-07-16;Staten_Island;United_States;Staten_Island;United_States;;;1964-07-16;American pornographic actor;White_people;White_people;;female;Melissa;Brown;mmonet;;Melissa Monet;Monet, Melissa;Melissa Monet;;17111;;Staten_Island;United_States;American pornographic actor;Monet;49.896
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1972-05-05;1972-05-05;China;Guangdong;Zhongshan;China;China;People's_Republic_of_China;5;;;;;;Melissa;;;;Melissa Ng;Ng, Melissa;Melissa Ng;Ng4 Mei5-hang4;;Actress;Zhongshan, Guangdong, China;;;Ng;
